"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X3","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X4","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X5","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X6","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X7","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X8","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X9","X90","X91","X92","X93","X94","X95","X96"
"group_1862","","hypothetical protein","2","2","1","3","4","3","4","","368","368","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00004","","","","","","","","","","","","","","","","PPBNGNAP_00043","","","","","","","","","","","","","","",""
"group_1863","","NrdH-like glutaredoxin","2","2","1","3","5","3","5","","248","248","248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00005","","","","","","","","","","","","","","","","PPBNGNAP_00042","","","","","","","","","","","","","","",""
"group_1864","","hypothetical protein","2","2","1","3","6","3","6","","242","242","242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00006","","","","","","","","","","","","","","","","PPBNGNAP_00041","","","","","","","","","","","","","","",""
"group_1865","","RusA-like resolvase","2","2","1","3","7","3","7","","407","407","407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00007","","","","","","","","","","","","","","","","PPBNGNAP_00040","","","","","","","","","","","","","","",""
"group_1866","","hypothetical protein","2","2","1","3","8","3","8","","257","257","257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00008","","","","","","","","","","","","","","","","PPBNGNAP_00039","","","","","","","","","","","","","","",""
"group_1867","","helix-turn-helix DNA binding domain protein","2","2","1","3","9","3","9","","740","740","740","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00009","","","","","","","","","","","","","","","","PPBNGNAP_00038","","","","","","","","","","","","","","",""
"group_1868","","hypothetical protein","2","2","1","3","10","3","10","","440","440","440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00010","","","","","","","","","","","","","","","","PPBNGNAP_00037","","","","","","","","","","","","","","",""
"group_1869","","hypothetical protein","2","2","1","3","12","3","12","","365","365","365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00012","","","","","","","","","","","","","","","","PPBNGNAP_00035","","","","","","","","","","","","","","",""
"group_1870","","hypothetical protein","2","2","1","3","13","3","13","","494","494","494","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00013","","","","","","","","","","","","","","","","PPBNGNAP_00034","","","","","","","","","","","","","","",""
"group_1871","","hypothetical protein","2","2","1","3","14","3","14","","290","290","290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00014","","","","","","","","","","","","","","","","PPBNGNAP_00033","","","","","","","","","","","","","","",""
"group_1872","","hypothetical protein","2","2","1","3","15","3","15","","284","284","284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00015","","","","","","","","","","","","","","","","PPBNGNAP_00032","","","","","","","","","","","","","","",""
"group_1873","","hypothetical protein","2","2","1","3","16","3","16","","371","371","371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00016","","","","","","","","","","","","","","","","PPBNGNAP_00031","","","","","","","","","","","","","","",""
"group_1874","","membrane protein","2","2","1","3","17","3","17","","347","347","347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00017","","","","","","","","","","","","","","","","PPBNGNAP_00030","","","","","","","","","","","","","","",""
"group_1875","","hypothetical protein","2","2","1","3","18","3","18","","485","485","485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00018","","","","","","","","","","","","","","","","PPBNGNAP_00029","","","","","","","","","","","","","","",""
"group_1876","","DNA methyltransferase","2","2","1","3","19","3","19","","1244","1244","1244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00019","","","","","","","","","","","","","","","","PPBNGNAP_00028","","","","","","","","","","","","","","",""
"group_1877","","lysin A","2","2","1","3","20","3","20","","731","731","731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00020","","","","","","","","","","","","","","","","PPBNGNAP_00027","","","","","","","","","","","","","","",""
"group_1878","","hypothetical protein","2","2","1","3","21","3","21","","776","776","776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00021","","","","","","","","","","","","","","","","PPBNGNAP_00026","","","","","","","","","","","","","","",""
"group_1879","","hypothetical protein","2","2","1","3","22","3","22","","362","362","362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00022","","","","","","","","","","","","","","","","PPBNGNAP_00025","","","","","","","","","","","","","","",""
"group_1880","","hypothetical protein","2","2","1","3","23","3","23","","1049","1049","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00023","","","","","","","","","","","","","","","","PPBNGNAP_00024","","","","","","","","","","","","","","",""
"group_1881","","hypothetical protein","2","2","1","3","24","3","24","","557","557","557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00024","","","","","","","","","","","","","","","","PPBNGNAP_00023","","","","","","","","","","","","","","",""
"group_1882","","hypothetical protein","2","2","1","3","25","3","25","","1985","1985","1985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00025","","","","","","","","","","","","","","","","PPBNGNAP_00022","","","","","","","","","","","","","","",""
"group_1883","","hypothetical protein","2","2","1","3","26","3","26","","320","320","320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00026","","","","","","","","","","","","","","","","PPBNGNAP_00021","","","","","","","","","","","","","","",""
"group_1884","","minor tail protein","2","2","1","3","27","3","27","","1085","1085","1085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00027","","","","","","","","","","","","","","","","PPBNGNAP_00020","","","","","","","","","","","","","","",""
"group_1885","","minor tail protein","2","2","1","3","28","3","28","","515","515","515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00028","","","","","","","","","","","","","","","","PPBNGNAP_00019","","","","","","","","","","","","","","",""
"group_1886","","minor tail protein","2","2","1","3","29","3","29","","1751","1751","1751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FJCBIMJF_00029","","","","","","","","","","","","","","","","PPBNGNAP_00018","","","","","","","","","","","","","","",""
