"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C3","C30","C4","C5","C6","C7","C8","C9"
"group_852","","hypothetical protein","2","2","1","1","333","1","64","","356","356","356","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00068","LPAKEKCL_00071","","","","","","","",""
"group_853","","hypothetical protein","2","2","1","1","334","1","65","","185","185","185","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00070","LPAKEKCL_00073","","","","","","","",""
"group_854","","hypothetical protein","2","2","1","1","335","1","66","","152","152","152","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00074","LPAKEKCL_00077","","","","","","","",""
"group_855","","tRNA-Cys(gca)","2","2","1","1","336","1","67","","71","71","71","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00075","LPAKEKCL_00078","","","","","","","",""
"group_856","","hypothetical protein","2","2","1","1","337","1","68","","89","89","89","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00076","LPAKEKCL_00079","","","","","","","",""
"group_857","","tRNA-Asn(gtt)","2","2","1","1","338","1","69","","73","73","73","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00077","LPAKEKCL_00080","","","","","","","",""
"group_858","","hypothetical protein","2","2","1","1","339","1","70","","254","254","254","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00078","LPAKEKCL_00081","","","","","","","",""
"group_859","","hypothetical protein","2","2","1","1","340","1","71","","230","230","230","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00079","LPAKEKCL_00082","","","","","","","",""
"group_860","","hypothetical protein","2","2","1","1","341","1","72","","362","362","362","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00080","LPAKEKCL_00083","","","","","","","",""
"group_861","","hypothetical protein","2","2","1","1","342","1","73","","188","188","188","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00081","LPAKEKCL_00084","","","","","","","",""
"group_862","","hypothetical protein","2","2","1","1","343","1","74","","248","248","248","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00082","LPAKEKCL_00085","","","","","","","",""
"group_863","","hypothetical protein","2","2","1","1","344","1","75","","236","236","236","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00083","LPAKEKCL_00086","","","","","","","",""
"group_864","","hypothetical protein","2","2","1","1","345","1","76","","248","248","248","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00084","LPAKEKCL_00087","","","","","","","",""
"group_865","","hypothetical protein","2","2","1","1","346","1","77","","566","566","566","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00085","LPAKEKCL_00088","","","","","","","",""
"group_866","","hypothetical protein","2","2","1","1","347","1","78","","233","233","233","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00086","LPAKEKCL_00089","","","","","","","",""
"group_867","","hypothetical protein","2","2","1","1","348","1","79","","152","152","152","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00087","LPAKEKCL_00090","","","","","","","",""
"group_868","","hypothetical protein","2","2","1","1","349","1","80","","257","257","257","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00088","LPAKEKCL_00091","","","","","","","",""
"group_869","","hypothetical protein","2","2","1","1","350","1","81","","122","122","122","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00089","LPAKEKCL_00092","","","","","","","",""
"group_870","","hypothetical protein","2","2","1","1","351","1","82","","836","836","836","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00090","LPAKEKCL_00093","","","","","","","",""
"group_871","","AAA-ATPase","2","2","1","1","352","1","83","","1190","1190","1190","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00091","LPAKEKCL_00094","","","","","","","",""
"group_872","","hypothetical protein","2","2","1","1","353","1","84","","260","260","260","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00092","LPAKEKCL_00095","","","","","","","",""
"group_873","","hypothetical protein","2","2","1","1","354","1","85","","173","173","173","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00093","LPAKEKCL_00096","","","","","","","",""
"group_874","","hypothetical protein","2","2","1","1","355","1","86","","281","281","281","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00094","LPAKEKCL_00097","","","","","","","",""
"group_875","","terminase small subunit","2","2","1","1","356","1","87","","359","359","359","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00095","LPAKEKCL_00098","","","","","","","",""
"group_876","","hypothetical protein","2","2","1","1","357","1","88","","749","749","749","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00096","LPAKEKCL_00099","","","","","","","",""
"group_877","","terminase large subunit","2","2","1","1","358","1","89","","851","851","851","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00097","LPAKEKCL_00100","","","","","","","",""
"group_878","","hypothetical protein","2","2","1","1","359","1","90","","1445","1445","1445","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00098","LPAKEKCL_00101","","","","","","","",""
"group_879","","hypothetical protein","2","2","1","1","360","1","91","","1094","1094","1094","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00099","LPAKEKCL_00102","","","","","","","",""
"group_880","","hypothetical protein","2","2","1","1","361","1","92","","626","626","626","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00100","LPAKEKCL_00103","","","","","","","",""
"group_881","","major capsid protein","2","2","1","1","362","1","93","","1169","1169","1169","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00101","LPAKEKCL_00104","","","","","","","",""
"group_882","","head-to-tail adaptor","2","2","1","1","363","1","94","","476","476","476","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00102","LPAKEKCL_00105","","","","","","","",""
"group_883","","hypothetical protein","2","2","1","1","364","1","95","","353","353","353","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00103","LPAKEKCL_00106","","","","","","","",""
"group_884","","hypothetical protein","2","2","1","1","365","1","96","","395","395","395","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00104","LPAKEKCL_00107","","","","","","","",""
"group_885","","tail terminator","2","2","1","1","366","1","97","","476","476","476","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00105","LPAKEKCL_00108","","","","","","","",""
"group_886","","major tail protein","2","2","1","1","367","1","98","","896","896","896","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00106","LPAKEKCL_00109","","","","","","","",""
"group_887","","tail assembly chaperone","2","2","1","1","368","1","99","","320","320","320","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00107","LPAKEKCL_00110","","","","","","","",""
"group_888","","tail assembly chaperone","2","2","1","1","369","1","100","","449","449","449","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00108","LPAKEKCL_00111","","","","","","","",""
"group_889","","tape measure protein","2","2","1","1","370","1","101","","4997","4997","4997","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00109","LPAKEKCL_00112","","","","","","","",""
"group_890","","minor tail protein","2","2","1","1","371","1","102","","881","881","881","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00110","LPAKEKCL_00113","","","","","","","",""
"group_891","","minor tail protein","2","2","1","1","372","1","103","","1787","1787","1787","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00111","LPAKEKCL_00114","","","","","","","",""
"group_892","","hypothetical protein","2","2","1","1","373","1","104","","449","449","449","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00112","LPAKEKCL_00115","","","","","","","",""
"group_893","","hypothetical protein","2","2","1","1","374","1","105","","1463","1463","1463","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00113","LPAKEKCL_00116","","","","","","","",""
"group_894","","hypothetical protein","2","2","1","1","375","1","106","","326","326","326","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00114","LPAKEKCL_00117","","","","","","","",""
"group_895","","hypothetical protein","2","2","1","1","376","1","107","","146","146","146","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00115","LPAKEKCL_00118","","","","","","","",""
"group_896","","hypothetical protein","2","2","1","1","377","1","108","","89","89","89","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00116","LPAKEKCL_00119","","","","","","","",""
"group_897","","hypothetical protein","2","2","1","1","378","1","109","","296","296","296","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00117","LPAKEKCL_00120","","","","","","","",""
"group_898","","hypothetical protein","2","2","1","1","379","1","110","","92","92","92","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00118","LPAKEKCL_00121","","","","","","","",""
"group_899","","hypothetical protein","2","2","1","1","380","1","111","","386","386","386","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00119","LPAKEKCL_00122","","","","","","","",""
"group_900","","minor tail protein","2","2","1","1","381","1","112","","1526","1526","1526","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00120","LPAKEKCL_00123","","","","","","","",""
"group_901","","hypothetical protein","2","2","1","1","382","1","113","","941","941","941","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00121","LPAKEKCL_00124","","","","","","","",""
"group_902","","lysin A","2","2","1","1","383","1","114","","1178","1178","1178","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00122","LPAKEKCL_00125","","","","","","","",""
"group_903","","hypothetical protein","2","2","1","1","384","1","115","","1079","1079","1079","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00123","LPAKEKCL_00126","","","","","","","",""
"group_904","","holin","2","2","1","1","385","1","116","","413","413","413","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00124","LPAKEKCL_00127","","","","","","","",""
"group_905","","hypothetical protein","2","2","1","1","386","1","117","","215","215","215","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00125","LPAKEKCL_00128","","","","","","","",""
"group_906","","hypothetical protein","2","2","1","1","387","1","118","","416","416","416","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00126","LPAKEKCL_00129","","","","","","","",""
"group_907","","glutaredoxin","2","2","1","1","388","1","119","","266","266","266","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00127","LPAKEKCL_00130","","","","","","","",""
"group_908","","hypothetical protein","2","2","1","1","389","1","120","","377","377","377","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00128","LPAKEKCL_00131","","","","","","","",""
"group_909","","hypothetical protein","2","2","1","1","390","1","121","","512","512","512","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00129","LPAKEKCL_00132","","","","","","","",""
"group_910","","hypothetical protein","2","2","1","1","391","1","122","","1916","1916","1916","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00130","LPAKEKCL_00133","","","","","","","",""
"group_911","","hypothetical protein","2","2","1","1","392","1","123","","317","317","317","","","","","","","","","","","","","","","","","","","","","PMLJKELD_00131","LPAKEKCL_00134","","","","","","","",""
